qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
201901014754,2,4,3,2,2,3,2,4,5,2,2,2,1,1,5
201901014817,1,2,3,1,1,1,2,5,4,1,2,1,2,1,2
201901014821,1,2,3,2,2,3,2,4,1,1,1,1,3,1,1
201901015009,2,3,2,2,1,2,2,2,5,2,2,1,2,2,2
201901015122,1,4,1,1,1,1,5,,1,2,2,3,2,3,6
201901015217,1,3,3,2,1,3,2,2,1,2,2,1,3,1,0
201901015222,2,2,3,2,2,1,2,1,1,2,1,1,2,1,1
201901015258,2,2,3,2,2,2,2,2,1,1,1,1,2,1,4
201901015279,1,3,2,2,1,3,2,6,,1,1,1,1,2,0
201901015302,1,3,3,2,1,1,2,1,1,2,2,1,3,1,0
201901015371,1,2,3,2,1,1,2,1,1,2,2,1,2,1,0
201901015414,1,3,3,2,1,3,1,2,1,1,2,1,3,1,2
201901015533,1,3,,2,1,1,2,3,1,1,2,2,1,,0
201901015592,2,3,3,2,1,3,2,5,5,1,1,1,3,1,2
201901015598,2,3,3,2,1,3,2,3,1,1,1,1,3,1,0
201901015765,1,3,4,2,1,3,2,2,,1,1,2,3,1,0
201901016611,2,1,3,2,2,3,7,2,5,1,1,1,1,1,0
201901016670,2,1,2,1,1,3,7,4,4,1,2,1,2,2,3
201901016676,1,2,2,2,1,2,2,2,1,2,2,1,2,2,4
201901017041,1,2,4,2,1,2,2,2,5,2,2,1,2,1,8
201901017265,1,2,2,2,1,1,2,5,1,1,2,1,1,3,0
201901017554,2,2,3,2,1,2,1,1,1,,2,1,2,1,0
201901017618,2,3,3,2,2,3,2,3,4,1,1,1,2,1,2
201901017993,1,4,4,2,1,3,2,6,5,2,1,1,2,1,6
201901018418,1,2,2,2,1,3,1,3,1,1,2,1,1,3,0
201901018506,2,3,2,2,1,3,2,2,1,3,2,1,2,3,1
201901018659,1,1,2,2,,3,1,2,1,2,1,1,2,2,0
201901018817,2,2,3,2,1,1,2,5,1,1,2,1,2,1,2
201901018884,1,1,3,2,1,3,2,2,5,2,1,3,3,1,6
201901019058,2,4,2,2,2,2,2,4,,1,1,3,1,3,6
201901019179,2,2,2,2,1,3,2,3,5,2,2,3,2,3,0
201901019397,1,3,3,2,1,1,1,2,1,2,2,1,2,1,6
201901019576,1,2,,2,1,3,2,6,5,1,2,2,2,,4
201901019664,1,3,4,1,1,3,2,4,1,2,2,1,2,1,0
201901019784,1,2,2,2,,1,2,2,1,1,2,1,1,2,0
201901019963,1,4,2,2,1,3,2,5,1,2,2,1,1,3,2
201901020661,2,3,3,,1,2,1,2,1,1,2,1,2,1,0
201901020668,2,4,4,2,2,3,2,2,1,2,2,1,3,1,6
201901020789,2,3,2,2,2,1,2,3,1,1,1,1,1,3,0
201901021165,1,3,2,2,1,3,2,5,1,1,2,2,1,3,3
201901021362,1,2,2,2,1,3,2,7,5,1,2,1,2,2,
201901021494,1,2,2,2,1,3,2,4,,1,2,1,1,3,0
201901021963,2,4,2,2,2,3,2,1,1,2,1,2,1,3,5
201901022149,1,2,4,2,2,3,2,1,1,1,1,1,2,1,0
201901022180,2,3,2,2,2,2,2,1,1,2,2,1,1,3,4
201901022220,1,2,2,2,1,1,7,3,4,2,2,1,1,2,0
201901022372,1,2,3,2,1,1,2,5,4,1,2,1,1,1,4
201901022823,2,2,2,2,2,1,1,3,1,2,2,1,1,3,2
201901022933,1,2,2,2,1,3,2,2,5,1,2,1,1,3,1
201901023019,1,2,3,2,2,1,1,2,1,2,2,1,3,1,3
201901023066,1,3,2,2,1,1,2,3,1,1,2,1,1,3,5
201901023246,1,3,4,2,1,1,2,,1,1,2,1,3,1,1
201901023253,2,3,3,2,1,2,2,1,5,1,2,1,3,1,0
201901023323,2,2,2,2,1,2,2,3,,2,2,1,1,3,
201901023641,2,3,3,2,1,2,2,2,1,1,2,1,2,1,0
201901023681,1,3,4,2,1,3,2,3,1,1,2,3,3,1,1
201901024088,1,3,4,2,1,2,2,5,5,2,2,1,2,1,3
201901024153,1,2,2,2,1,2,2,3,5,2,1,1,1,3,0
201901024266,2,2,5,2,1,3,2,2,1,1,2,1,2,1,0
201901024538,2,2,3,2,2,2,2,2,1,2,1,1,3,1,0
201901024678,2,3,2,2,1,3,2,3,1,2,2,1,2,2,4
201901024723,2,3,3,2,2,3,2,6,1,2,1,2,1,1,4
201901024788,1,2,2,2,2,3,2,5,1,2,1,2,2,2,2
201901024968,2,2,2,2,1,2,2,6,1,1,2,2,2,2,6
201901025385,1,2,2,2,2,3,2,2,1,1,2,1,2,2,4
201901025466,1,3,2,2,1,3,7,2,1,2,2,1,1,3,0
201901025487,1,2,3,2,1,2,1,2,1,2,2,1,1,1,1
201901025501,2,4,2,2,1,2,2,5,1,1,2,1,1,3,3
201901025502,1,3,4,1,1,3,2,2,1,2,2,1,3,1,6
201901025853,1,3,3,1,1,1,7,5,5,2,2,2,3,1,0
201901025986,2,3,2,2,2,2,7,3,1,2,1,1,1,2,3
201901026266,2,3,4,2,2,1,2,5,1,2,1,1,1,1,0
201901026566,2,2,1,2,1,2,2,3,1,2,2,1,2,3,2
201901026627,1,3,4,2,1,1,1,1,1,1,2,2,3,1,1
201901026689,2,2,2,2,2,2,2,5,4,2,9,1,2,2,0
201901026691,1,2,4,2,1,1,2,2,1,2,2,2,2,1,6
201901026802,1,1,4,2,1,2,2,3,1,2,2,1,2,1,0
201901026827,2,2,2,1,1,3,2,6,2,2,2,1,1,3,0
201901026860,2,2,2,2,1,3,1,2,1,1,2,1,1,2,0
201901027000,1,2,4,2,1,1,2,3,5,1,2,1,2,1,0
201901027399,1,2,3,1,1,1,2,2,1,2,1,1,2,1,6
201901027430,1,2,3,2,1,3,2,2,1,1,2,1,2,1,4
201901028033,2,3,3,2,2,3,1,2,1,2,1,1,2,1,0
201901028047,1,3,4,2,1,1,2,4,5,1,2,1,2,1,6
201901028174,1,3,3,2,1,2,1,2,1,2,2,2,1,1,6
201901028466,1,3,1,1,1,1,2,6,5,2,2,1,3,3,2
201901028518,1,2,3,2,2,1,2,4,5,1,2,2,3,1,1
201901028582,1,2,5,2,1,3,2,1,1,1,1,3,3,1,4
201901028681,1,2,1,2,1,3,2,2,1,1,2,1,3,2,0
201901028801,2,3,2,2,2,2,2,2,1,2,1,1,1,2,7
201901028812,1,1,4,2,1,2,2,1,1,1,2,1,2,1,0
201901028938,1,2,2,2,1,3,2,4,1,2,2,1,2,2,4
201901029021,2,2,2,2,2,2,2,3,5,2,1,1,2,3,4
201901029422,1,3,2,2,1,1,1,1,1,1,2,1,1,2,4
201901029999,2,2,3,2,1,3,2,3,4,2,2,1,2,1,8
201901030325,1,1,2,1,1,2,3,4,2,1,2,1,2,3,8
201901030431,2,2,2,2,2,1,1,2,1,1,1,1,1,2,4
201901030435,2,3,2,2,1,3,1,2,1,2,2,1,1,2,0
201901030711,1,2,,2,1,1,2,4,1,2,9,3,2,,3
201901030851,1,3,3,2,1,3,2,2,1,2,2,2,2,1,0
201901030863,1,3,4,2,1,1,2,1,5,2,2,2,3,1,4
201901031212,1,3,2,2,1,3,2,5,1,2,2,1,1,3,0
201901031513,2,2,5,2,2,3,2,3,1,1,1,1,2,1,0
201901031766,1,3,1,1,1,1,2,6,1,2,1,2,3,3,2
201901031876,1,4,3,2,1,1,7,7,1,1,2,1,2,1,7
201901031921,2,3,2,2,2,3,2,3,1,1,1,1,2,2,0
201901032042,1,2,3,2,1,2,2,2,1,2,2,1,2,1,0
201901032056,1,2,3,2,1,1,1,1,1,1,2,1,3,1,1
201901032142,1,3,,2,1,3,8,4,5,1,2,3,3,,0
201901032301,2,4,2,2,1,2,2,4,,2,2,1,2,2,5
201901032340,2,1,2,2,2,2,1,2,1,1,1,1,1,2,0
201901032355,1,3,3,2,1,3,2,6,1,1,2,1,2,1,0
201901032464,2,4,1,2,1,2,2,1,1,2,2,1,2,3,5
201901032518,1,3,3,1,1,1,2,1,1,2,2,1,2,1,0
201901032598,1,2,2,2,1,1,2,,5,1,2,1,2,2,5
201901032626,1,3,4,2,1,3,2,1,5,1,2,2,3,1,0
201901032683,2,4,,2,1,2,2,,1,1,2,1,1,,0
201901032712,2,1,2,2,2,3,2,3,4,2,1,1,2,2,0
201901032756,1,1,3,2,1,1,2,3,1,2,1,1,3,1,0
201901032794,2,4,5,2,1,3,1,2,1,2,9,1,3,1,0
201901032821,2,4,2,2,2,3,8,3,5,2,2,1,1,2,4
201901032948,1,2,3,2,1,1,8,3,1,1,1,1,3,1,0
201901032986,1,2,2,2,1,3,2,4,1,2,2,1,1,2,7
201901033067,1,2,3,2,1,1,2,3,1,1,2,1,3,1,0
201901033119,2,3,3,2,,3,2,4,1,2,9,1,2,1,0
201901033313,2,3,3,2,2,2,1,1,1,1,1,1,2,1,0
201901033489,1,2,2,1,1,2,3,6,4,1,2,1,2,2,8
201901033521,1,2,3,2,1,3,2,6,1,2,2,2,3,1,0
201901033582,2,3,2,2,2,2,2,3,5,3,1,1,3,2,8
201901033804,2,2,2,2,2,3,2,4,5,2,1,1,2,2,0
201901033981,1,1,2,2,1,1,2,3,5,2,2,1,2,2,7
201901033982,2,3,2,2,1,2,2,1,1,2,1,1,1,3,8
201901034413,2,4,2,2,1,3,2,1,1,2,2,2,1,2,0
201901034428,1,2,2,2,1,3,2,2,2,2,2,1,1,2,2
201901034533,2,3,3,2,1,3,2,2,5,2,2,1,3,1,2
201901034597,1,2,2,2,1,1,2,4,1,1,2,1,1,2,1
201901034658,1,3,5,1,1,1,2,5,5,1,2,3,3,1,0
201901034683,1,3,3,2,1,3,2,2,,2,9,1,3,1,0
201901034833,2,3,3,2,1,2,1,2,1,2,2,1,3,1,0
201901034881,1,3,2,2,1,3,2,2,,2,2,1,1,2,0
201901035187,2,2,2,2,2,2,2,3,1,2,1,1,2,2,0
201901035265,1,3,3,2,1,3,2,1,1,2,9,1,3,1,2
201901035302,1,3,3,1,1,3,2,6,3,1,1,1,3,1,3
201901035395,2,4,3,2,2,1,2,5,1,2,1,3,3,1,0
201901035475,1,2,3,2,1,3,3,8,2,1,2,1,2,1,0
201901035499,1,3,3,2,1,1,2,3,5,2,2,1,3,1,0
201901035545,1,3,,2,1,1,2,3,1,1,2,3,3,,0
201901035767,1,3,3,1,1,3,3,9,5,2,1,1,2,1,6
201901035815,2,2,2,2,2,2,2,1,,2,2,1,3,2,4
201901035842,2,2,3,2,2,1,2,3,1,2,1,1,2,1,0
201901036059,1,1,3,2,1,3,1,1,4,1,2,1,2,1,0
201901036076,1,3,2,2,1,3,2,3,,2,2,1,2,2,3
201901036181,1,2,,1,1,1,3,2,4,1,2,1,2,,
201901036279,2,3,2,2,2,3,2,1,,2,2,2,1,2,3
201901036312,2,3,3,1,1,3,2,2,5,2,2,1,2,1,6
201901036379,2,4,4,2,1,3,2,3,1,2,2,1,2,1,1
201901036461,2,4,4,2,2,3,1,2,1,2,2,1,2,1,1
201901036471,2,2,5,2,2,3,2,3,1,2,1,1,2,1,0
201901036491,2,3,,2,,3,2,2,1,1,2,1,2,,0
201901036548,2,4,3,2,2,3,2,5,5,1,2,1,3,1,7
201901036647,1,2,3,2,1,2,2,3,5,1,9,1,2,1,6
201901036656,1,2,2,1,1,3,7,7,2,2,2,1,1,2,0
201901036659,1,3,3,2,1,1,2,3,1,2,1,1,2,1,1
201901036765,1,2,1,2,1,3,2,3,1,1,2,1,2,3,0
201901036798,2,2,3,2,2,2,2,3,4,2,1,1,2,1,0
201901036809,1,2,3,2,1,3,7,2,1,2,2,1,2,1,1
201901036814,2,2,2,1,2,2,2,1,1,2,2,1,2,3,8
201901036881,2,2,,2,2,2,2,5,1,2,1,1,3,,0
201901037151,1,1,3,1,2,2,2,8,5,2,1,2,2,1,8
201901037156,1,2,2,2,1,1,2,4,1,2,2,1,1,2,5
201901037170,1,2,5,2,1,1,2,1,1,1,2,1,3,1,0
201901037189,2,3,2,1,2,3,2,3,2,1,1,1,2,2,0
201901037214,1,2,4,2,1,3,2,3,5,2,2,1,3,1,0
201901037232,1,2,2,2,1,2,2,2,1,2,2,1,2,2,0
201901037255,1,2,3,,1,1,2,3,1,2,9,1,3,1,3
201901037258,1,3,3,2,1,2,2,1,1,1,2,2,3,1,0
201901037405,1,2,3,2,1,2,2,2,4,1,2,1,2,1,3
201901037448,1,3,3,2,1,2,2,3,5,1,2,1,3,1,3
201901037513,2,3,4,2,2,2,2,3,1,2,2,2,2,1,2
201901037580,1,2,3,2,1,1,2,5,1,1,1,1,3,1,6
201901037593,2,3,5,2,1,3,2,1,1,1,1,1,2,1,0
201901037601,2,2,2,2,1,3,1,2,1,1,2,1,1,2,0
201901037679,2,1,2,2,2,1,1,2,1,1,1,1,3,2,0
201901037689,1,3,3,2,1,1,1,1,5,2,2,1,2,1,4
201901037744,2,3,2,2,1,2,2,1,1,2,2,1,2,2,4
201901037764,2,3,2,2,2,2,1,1,1,1,1,1,1,2,0
201901037820,1,2,3,1,1,1,2,1,,2,2,1,2,1,8
201901037835,1,2,2,2,1,1,2,2,1,1,1,1,3,2,1
201901037940,1,3,3,,1,3,2,,5,2,2,3,3,1,0
201901038029,1,3,3,2,1,1,2,4,1,1,2,1,2,1,0
201901038041,2,2,2,2,1,3,1,2,1,2,2,1,2,2,0
201901038284,1,2,3,2,1,1,2,3,1,2,2,1,2,1,0
201901038354,1,3,3,2,1,1,2,2,5,2,2,2,3,1,0
201901038370,1,2,2,2,1,1,2,2,5,2,2,1,2,2,0
201901038458,1,2,3,2,1,3,2,2,1,2,1,1,2,1,3
201901038463,1,1,2,1,1,2,2,5,1,2,1,1,2,3,
201901038568,1,3,3,2,1,3,2,1,5,1,2,1,3,1,2
201901038724,1,3,3,2,1,2,2,3,1,2,2,1,3,1,7
201901038823,2,3,3,2,2,1,2,2,1,2,1,1,3,1,0
201901038830,1,2,,2,1,3,,,1,2,9,1,2,,0
201901039026,1,2,4,2,1,3,2,2,5,2,2,2,2,1,0
201901039222,1,2,5,2,1,1,2,2,1,2,1,1,2,1,0
201901039253,1,3,4,2,1,3,2,6,5,1,2,1,3,1,1
201901039291,1,3,2,2,1,3,2,6,5,1,2,2,1,2,0
201901039319,1,2,,2,2,1,2,1,1,2,2,1,2,,7
201901039333,1,3,3,2,1,3,1,2,1,1,2,1,2,1,0
201901039387,2,2,3,2,1,1,2,3,5,2,2,1,2,1,4
201901039426,2,3,2,2,2,3,2,2,1,2,1,1,2,2,4
201901039579,1,3,,2,1,1,1,1,1,2,2,1,2,,0
201901039707,1,2,2,2,1,1,1,2,1,1,2,1,1,2,0
201901039731,1,2,5,2,1,3,1,3,1,1,2,1,2,1,0
201901039764,2,3,3,2,1,2,2,4,5,1,2,1,3,1,3
201901039870,1,2,3,2,1,1,2,5,1,2,2,1,2,1,0
201901039995,2,3,2,2,1,3,2,3,1,2,2,1,2,2,1
201901040108,1,2,3,2,1,1,2,2,2,1,2,3,2,1,7
201901040204,1,1,2,2,1,3,2,2,1,2,2,1,2,2,6
201901040233,2,4,3,2,1,2,1,2,1,1,2,1,2,1,1
201901040305,1,2,2,2,1,2,2,4,5,1,2,1,2,2,2
201901040458,1,3,5,2,1,2,1,1,1,1,2,1,2,1,2
201901040577,1,2,3,2,1,3,2,3,1,1,2,1,1,1,0
201901040606,2,2,1,2,1,2,2,2,4,2,2,1,2,3,7
201901040652,2,2,2,2,1,3,5,4,5,2,2,1,2,2,2
201901040705,2,2,5,2,2,1,1,2,1,1,1,1,3,1,5
201901040732,2,3,2,2,2,1,7,4,4,1,1,1,2,2,5
201901040839,1,2,1,2,1,3,2,1,1,2,2,1,2,3,2
201901040911,1,3,3,2,1,3,2,3,1,1,2,1,3,1,0
201901041025,1,2,4,2,1,3,2,2,1,2,2,1,3,1,0
201901041028,1,2,2,2,1,1,2,5,1,2,2,1,2,2,0
201901041085,2,3,2,1,1,2,3,8,2,2,2,2,1,2,0
201901041106,1,2,3,2,1,3,2,2,1,1,2,1,2,1,0
201901041142,2,3,1,2,2,2,2,2,1,1,1,1,1,3,5
201901041188,2,2,,2,2,1,2,2,1,1,1,1,2,,5
201901041193,2,2,3,2,1,,2,2,1,2,2,1,2,1,0
201901041231,1,2,2,2,1,2,2,5,5,1,2,1,1,2,0
201901041280,1,3,2,2,1,3,1,1,1,2,2,1,1,3,1
201901041356,1,3,3,2,1,2,2,2,1,1,2,1,2,1,0
201901041472,2,3,2,2,1,2,2,3,1,2,2,1,2,2,0
201901041542,1,1,3,2,1,3,2,4,1,1,2,1,2,1,0
201901041601,2,4,2,2,2,2,2,5,,2,2,1,2,2,7
201901041630,2,3,3,2,1,1,2,2,1,1,1,1,3,1,0
201901041682,1,3,4,2,1,1,2,4,1,2,2,1,2,1,3
201901041704,1,3,2,2,1,3,7,4,4,1,2,1,1,2,0
201901041707,2,3,2,1,1,3,2,5,2,2,2,1,1,2,1
201901041842,1,2,4,2,1,1,2,2,1,2,2,1,3,1,2
201901041882,1,3,3,2,1,3,2,3,1,2,2,1,2,1,0
201901041890,1,4,3,2,1,3,2,4,1,2,1,1,3,1,0
201901041909,1,2,3,2,1,1,2,1,1,1,2,1,3,1,2
201901041959,2,3,3,2,1,2,1,3,5,1,2,1,1,1,0
201901042283,2,3,3,2,1,2,2,1,1,2,2,3,3,1,0
201901042297,1,2,3,2,1,3,2,3,1,2,2,1,2,1,0
201901042334,2,3,2,2,1,3,2,1,1,1,2,2,2,2,0
201901042456,1,2,3,2,1,3,2,3,1,2,2,1,2,1,0
201901042474,1,2,3,2,1,3,1,1,1,2,2,1,2,1,0
201901042541,1,2,3,2,1,3,2,2,1,1,1,1,3,1,0
201901042590,1,3,4,2,1,3,2,6,,1,2,1,2,1,3
201901042630,1,3,3,2,1,1,2,2,1,1,2,2,3,1,1
201901042651,1,3,2,2,1,1,7,1,4,2,2,2,1,3,6
201901042859,1,3,2,2,1,1,2,5,1,1,2,3,2,2,8
201901043047,1,3,2,2,1,3,2,3,1,2,1,1,2,2,0
201901043194,2,4,1,2,1,2,2,3,5,2,2,1,3,3,3
201901043389,2,3,2,2,1,3,2,4,1,1,2,1,2,2,8
201901043440,1,3,2,2,1,3,2,2,1,2,2,1,2,3,2
201901043500,1,3,3,2,1,3,2,1,1,1,2,1,3,1,0
201901043552,1,2,3,2,1,3,2,2,1,1,2,1,2,1,0
201901043570,2,2,2,2,2,2,2,3,1,1,2,1,2,2,4
201901043600,1,3,3,2,2,3,7,3,4,2,1,1,1,1,0
201901043660,1,1,3,2,1,2,2,5,5,1,2,1,2,1,2
201901043799,1,3,3,,1,3,2,2,1,2,2,1,3,1,0
201901043803,2,3,3,2,2,2,2,3,5,1,1,1,2,1,0
201901043862,2,3,2,2,2,2,2,4,5,2,1,2,2,2,4
201901043880,2,2,3,2,1,3,2,2,1,2,2,1,3,1,2
201901043955,2,4,1,2,1,1,2,4,1,2,2,1,2,3,3
201901044042,1,3,2,2,1,1,2,5,5,2,1,2,2,2,4
201901044092,1,3,1,2,1,1,1,1,5,1,1,2,2,3,0
201901044166,1,3,2,2,1,3,2,3,,2,9,2,2,2,0
201901044186,2,3,3,2,1,3,7,3,1,1,1,1,3,1,2
201901044206,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2
201901044309,1,1,2,2,2,3,2,1,1,2,1,1,2,2,0
201901044471,1,3,3,2,1,1,2,4,1,2,2,1,2,1,1
201901044503,1,3,3,2,1,3,2,1,1,2,2,1,3,1,
201901044532,1,2,3,1,1,3,2,2,1,2,2,1,2,1,0
201901044539,1,1,2,1,1,1,4,1,1,2,2,2,2,2,4
201901044614,2,3,2,2,2,2,2,2,1,2,1,1,2,3,0
201901044635,2,2,1,2,2,3,1,1,1,1,1,1,2,2,0
201901044649,1,3,2,2,1,3,2,5,5,1,2,1,2,2,0
201901044689,2,3,5,2,1,2,1,1,1,2,1,1,2,1,6
201901044729,1,3,3,2,1,2,2,2,1,2,2,1,2,1,2
201901044755,1,2,3,2,1,3,2,3,1,2,2,1,2,1,3
201901044861,1,2,2,2,1,3,1,1,1,2,2,2,2,2,0
201901044934,1,2,2,1,1,3,7,5,5,2,2,1,2,2,6
201901045050,1,1,4,2,1,3,2,2,1,2,2,1,3,1,1
201901045217,2,2,2,2,2,2,2,2,1,1,1,1,2,2,0
201901045218,1,2,3,2,1,2,2,3,5,1,2,1,2,1,6
201901045283,1,2,3,2,1,1,1,2,1,2,2,1,2,1,2
201901045327,1,3,3,2,1,3,2,4,1,2,2,1,3,1,0
201901045357,2,1,1,1,1,2,2,5,4,1,2,1,2,3,5
201901045412,1,2,2,1,1,,3,6,5,1,2,1,2,2,4
201901045472,1,2,3,2,1,3,2,5,1,2,2,1,3,1,0
201901045529,2,2,3,2,1,1,2,3,5,2,2,1,2,1,4
201901045560,1,3,4,2,1,3,2,4,1,2,2,1,3,1,0
201901045589,1,2,4,2,1,3,2,4,1,1,2,1,2,1,1
201901045608,2,2,1,2,1,1,2,1,1,1,2,1,2,3,3
201901045623,1,4,4,2,1,3,2,2,3,2,2,3,2,1,0
201901045646,2,3,4,2,1,1,2,4,1,1,2,1,1,1,3
201901045784,1,3,3,2,1,3,2,6,1,1,2,1,1,1,6
201901045787,1,3,5,1,1,3,1,2,1,1,2,1,3,1,3
201901045831,2,3,3,1,2,2,2,5,5,1,1,2,3,1,0
201901045962,1,3,3,2,1,3,2,,2,2,2,3,2,1,2
201901046073,2,3,1,2,2,3,2,2,1,2,1,1,2,2,0
201901046138,1,4,4,2,1,2,2,4,1,2,2,1,3,1,0
201901046197,1,3,3,2,2,3,2,3,4,1,1,1,2,1,0
201901046293,2,2,5,1,2,3,1,1,1,2,1,,3,1,0
201901046374,2,3,2,2,2,3,1,1,1,2,2,2,2,2,0
201901046507,1,2,2,1,1,2,2,4,1,2,1,1,1,2,8
201901046592,2,4,2,2,2,2,7,2,,2,2,1,2,2,1
201901046600,1,3,,2,1,3,2,6,1,2,2,3,3,,1
201901046619,1,3,3,2,1,1,2,2,1,2,2,1,3,1,4
201901046675,2,2,3,2,2,3,2,2,1,1,1,1,2,1,0
201901046692,1,4,5,2,1,3,2,2,1,1,1,1,2,1,0
201901046722,1,2,3,2,1,3,2,2,4,1,2,1,3,1,0
201901046953,2,3,3,2,2,2,2,1,1,1,1,1,2,1,0
201901046972,1,3,3,2,1,3,2,5,5,1,2,1,2,1,2
201901046976,1,4,,2,1,3,2,6,,2,1,3,3,,0
201901046984,2,3,2,2,2,1,1,2,4,2,1,1,2,3,0
201901047020,1,2,3,2,1,3,1,2,1,1,2,1,3,1,0
201901047049,2,3,3,2,2,1,2,2,1,1,1,1,2,1,1
201901047206,2,3,4,2,1,2,1,1,1,2,2,3,3,1,2
201901047242,1,2,3,1,1,2,2,1,5,2,2,1,2,1,8
201901047300,1,2,4,2,1,3,2,2,5,2,2,3,3,1,0
201901047313,1,2,3,2,1,1,2,4,1,1,2,1,1,1,4
201901047315,1,2,3,2,1,3,2,2,1,1,1,1,3,1,0
201901047347,1,2,3,2,1,3,2,3,1,1,1,1,2,1,0
201901047357,1,2,3,2,1,3,2,3,1,1,2,1,2,1,0
201901047402,2,3,2,2,1,2,2,3,1,2,2,1,2,2,7
201901047410,2,3,4,2,1,2,2,3,5,1,2,1,2,1,2
201901047426,2,2,5,2,2,3,2,3,1,1,1,1,2,1,2
201901047471,1,3,3,1,1,3,1,1,1,2,2,1,3,1,1
201901047515,2,3,2,2,1,3,2,4,1,1,2,2,1,3,0
201901047548,1,2,3,2,1,3,2,3,1,2,2,1,2,1,1
201901047576,2,3,4,2,1,3,2,7,1,1,2,1,2,1,0
201901047624,2,3,2,2,1,2,2,3,1,2,1,1,2,2,2
201901047870,1,3,2,2,1,1,2,5,5,2,2,1,2,2,0
201901047919,1,3,3,1,1,2,2,4,2,2,2,1,1,1,1
201901047965,1,1,3,2,1,2,2,5,4,1,2,1,2,1,0
201901047989,2,3,2,2,1,1,2,3,1,1,2,1,2,2,2
201901048166,2,2,3,2,1,3,2,2,4,2,2,1,2,1,2
201901048285,1,2,3,2,1,2,1,1,1,2,1,1,3,1,1
201901048364,2,2,5,2,1,3,1,1,1,1,2,1,2,1,0
201901048759,1,4,1,2,1,1,2,2,1,2,2,1,3,2,8
201901048814,2,3,3,2,2,3,2,6,1,1,1,1,3,1,0
201901049062,1,3,3,2,1,3,2,1,1,1,2,2,2,1,8
201901049128,1,2,3,2,1,3,2,3,5,1,2,1,3,1,1
201901049187,2,2,3,2,2,3,2,6,1,1,1,1,2,1,0
201901049246,1,3,3,2,1,1,2,3,5,1,2,1,2,1,0
201901049311,1,3,4,1,1,1,2,3,1,2,1,3,3,1,3
201901049400,2,4,3,2,2,3,2,2,5,1,2,1,3,1,5
201901049410,2,3,2,1,,3,2,2,5,2,1,2,2,2,7
201901049425,1,2,3,2,1,1,2,3,1,1,2,1,2,1,0
201901049430,1,1,3,2,1,1,1,1,1,1,2,1,2,1,0
201901049460,1,3,3,2,2,3,7,2,1,2,1,1,2,1,1
201901049492,1,2,3,2,2,3,2,3,1,1,1,1,2,1,2
201901049746,1,2,3,1,2,3,2,6,1,1,1,1,2,1,0
201901049801,2,3,3,2,2,2,2,1,1,2,2,1,2,1,1
201901049846,2,3,3,2,1,2,2,3,1,1,2,1,3,1,0
201901049869,1,,1,2,1,1,2,1,1,1,2,1,3,3,2
201901049879,2,3,3,2,2,2,2,3,4,1,2,2,3,1,7
201901049958,2,3,4,2,1,1,2,4,1,1,2,3,3,1,0
201901050135,2,3,3,1,1,1,2,8,,1,2,1,2,1,1
201901050162,2,3,2,2,2,3,2,4,5,1,2,1,2,2,1
201901050202,2,3,3,2,1,3,2,3,1,2,2,1,2,1,0
201901050254,1,4,1,2,1,2,2,3,5,1,2,3,1,3,2
201901050351,1,2,2,2,1,3,2,2,1,2,1,2,1,3,0
201901050412,2,3,3,2,2,3,2,4,1,1,1,1,1,1,1
201901050441,2,1,3,2,2,1,2,1,1,1,1,1,1,1,0
201901050467,1,3,1,1,1,3,2,1,5,1,2,2,2,3,8
201901050758,2,4,3,2,,3,7,4,1,2,9,1,2,1,1
201901050779,1,3,3,2,1,3,2,1,1,2,2,1,2,1,0
201901050857,2,2,2,2,2,3,1,2,1,2,1,1,2,2,0
201901050935,2,3,2,2,2,3,4,1,1,1,1,1,2,2,0
201901050943,2,3,3,2,1,3,2,3,1,2,2,1,2,1,2
201901050954,1,2,1,2,1,2,2,1,1,2,1,1,1,3,1
201901051054,1,4,2,2,,1,2,1,2,2,1,2,2,2,5
201901051194,1,3,3,2,1,3,2,4,4,2,1,1,3,1,1
201901051271,1,3,3,2,1,1,1,1,1,2,9,1,3,1,6
201901051279,1,2,2,2,1,2,7,5,4,1,2,2,2,2,4
201901051338,2,4,2,2,2,3,1,2,1,1,1,3,1,2,0
201901051357,1,4,1,2,1,3,2,1,1,2,2,1,2,3,5
201901051512,2,3,3,2,2,3,2,1,1,1,1,1,3,1,1
201901051575,1,2,2,2,1,3,1,1,1,1,2,1,2,2,0
201901051584,1,2,3,1,1,3,1,1,1,2,1,1,2,1,4
201901051604,1,3,3,2,1,3,2,1,1,2,2,1,3,1,0
201901051768,1,2,5,2,1,1,1,1,1,1,2,1,3,1,8
201901051863,1,2,2,2,1,3,1,1,1,1,2,1,2,3,0
201901051910,1,2,3,2,1,3,2,5,1,1,2,1,3,1,0
201901051977,2,3,2,2,1,2,2,4,,1,2,1,2,2,0
201901052007,1,2,3,2,1,3,2,2,1,2,2,1,2,1,1
201901052016,1,2,5,2,1,1,2,3,1,2,2,1,3,1,2
